username,rating,max_rating,rank,total_solved,hard_solved,top_tags,top_languages,contests
pheonix_2002,1971,2142,candidate master,805,205,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),PyPy 3-64,C++17 (GCC 7-32)",77
Au1Bhi,1392,1392,pupil,343,27,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Python 3",22
zoutlaws,1912,2074,candidate master,30,7,"math,greedy,dp,implementation,bitmasks",C++20 (GCC 13-64),5
bingpao,2483,2483,grandmaster,327,242,"greedy,math,dp,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++14 (GCC 6-32)",25
Dhakshith1189,1876,1913,expert,403,140,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",48
rian_syaifullah,,,,9,1,"implementation,greedy,dp,brute force,*special","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",0
Pomaksik,1385,1385,pupil,61,1,"implementation,greedy,math,sortings,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",8
XenShizuka7,1632,1632,expert,570,73,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",14
CezarForces,1702,1702,expert,221,69,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",22
Upone,1573,1573,specialist,187,9,"greedy,math,implementation,constructive algorithms,brute force",C++20 (GCC 13-64),35
YuukiS,2513,2710,grandmaster,798,401,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",43
raichu_,1652,1784,expert,634,272,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",60
cuteSubtask,2247,2302,master,100,41,"greedy,math,dp,constructive algorithms,combinatorics","C++23 (GCC 14-64, msys2)",17
LOL_I_AM_SERZH,2114,2458,master,951,327,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++20 (GCC 11-64)",76
Flourine_09,1497,1511,specialist,513,71,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",31
krismaz,2418,2747,grandmaster,613,320,"math,dp,greedy,implementation,data structures","C++14 (GCC 6-32),GNU C++11,C++17 (GCC 7-32)",88
flowing_boat,1953,1975,candidate master,501,437,"dp,data structures,math,greedy,implementation","C++20 (GCC 13-64),C++14 (GCC 6-32),C++23 (GCC 14-64, msys2)",14
owned_by_vj,1429,1692,specialist,205,5,"implementation,greedy,math,constructive algorithms,brute force","C++20 (GCC 13-64),Python 3,C++17 (GCC 7-32)",30
Arturgo,2509,2517,grandmaster,208,63,"greedy,math,dp,constructive algorithms,data structures","C++17 (GCC 9-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",57
NDAKJin,1729,1863,expert,707,84,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Java 21",54
qiyuchen852,1781,1781,expert,219,38,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",42
KarimSalakhov,2183,2203,master,474,146,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",158
Vikas_Anwla,1459,1459,specialist,358,7,"implementation,math,greedy,brute force,constructive algorithms",C++17 (GCC 7-32),35
trash-can,2151,2176,master,505,220,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",94
Fushengh,1963,1963,candidate master,807,213,"math,greedy,geometry,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",61
Sanae,2261,2502,master,548,274,"greedy,math,dp,constructive algorithms,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",52
NaMoRiT,1671,1671,expert,56,4,"greedy,math,constructive algorithms,implementation,sortings","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",15
elizabeth_zou_fanboi,1596,1763,specialist,275,63,"greedy,math,constructive algorithms,implementation,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32)",69
sinhasompartha,1228,1228,pupil,71,0,"math,implementation,greedy,brute force,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),Python 3",9
TrQuocAnn,923,923,newbie,24,6,"*special,math,greedy,strings,brute force",C++17 (GCC 7-32),3
bleuPanda,1197,1197,newbie,88,0,"math,greedy,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),13
juan_123,2432,2432,grandmaster,616,500,"dp,math,greedy,data structures,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",42
Utkarsh2010,1423,1423,specialist,761,180,"greedy,math,constructive algorithms,implementation,brute force",C++17 (GCC 7-32),64
itz_me__Anu,369,369,newbie,0,0,,,1
sleepaka,2077,2077,candidate master,26,7,"greedy,math,implementation,brute force,dp",C++20 (GCC 13-64),7
SUPERHATEMEWORLD,2131,2326,master,841,314,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++17 (GCC 7-32)",72
Greedster,1684,1684,expert,773,59,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),PyPy 3-64,Go",36
yume7,1855,1942,expert,600,223,"greedy,math,constructive algorithms,dp,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",19
allen04,1094,1094,newbie,111,2,"brute force,implementation,math,greedy,strings",C++17 (GCC 7-32),4
paliwalanil132,1428,1428,specialist,169,2,"math,greedy,implementation,sortings,constructive algorithms",C++17 (GCC 7-32),21
mihamag,1730,1730,expert,462,85,"greedy,math,brute force,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",66
iamminty,1211,1211,pupil,23,0,"math,greedy,implementation,dp,sortings","C++17 (GCC 7-32),C++20 (GCC 13-64)",12
Misaka16172,1591,1806,specialist,599,315,"greedy,math,data structures,implementation,dp","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",26
AtOM__07,1477,1477,specialist,701,12,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2)",31
khba,1857,1857,expert,477,359,"greedy,dp,math,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",85
n_log_n,1904,1904,candidate master,101,11,"greedy,math,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),16
_Komorebi_,2282,2476,master,611,569,"dp,math,greedy,data structures,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),GNU C++11",13
rudradityathakur,1817,1817,expert,314,35,"implementation,math,greedy,brute force,strings","C++17 (GCC 7-32),PyPy 3-64,Tcl",9
Sanjaiveeran_S,1450,1450,specialist,71,4,"math,greedy,implementation,sortings,binary search","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",11
woquneidi,1959,1959,candidate master,393,79,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",68
shivam2301,1511,1511,specialist,380,32,"greedy,math,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),24
hodza,2432,2432,grandmaster,344,159,"greedy,math,constructive algorithms,dp,implementation","C++23 (GCC 14-64, msys2)",17
sabino1,1896,2157,expert,737,252,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",146
apurvjaishwal19mar,1573,1573,specialist,114,0,"math,implementation,greedy,strings,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",18
csk2005,2055,2087,candidate master,674,300,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",57
phoenix0423,2423,2563,grandmaster,740,345,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",41
Proof_by_QED,2239,2348,master,844,253,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Python 3",59
biswa_nitr,1450,1476,specialist,96,9,"math,greedy,implementation,brute force,number theory","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",15
tejustiwari,1768,1768,expert,657,206,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),GNU C++11,PyPy 3",74
assert_0,2425,2425,grandmaster,107,75,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",15
Rcharlie,,,,7,2,"math,strings,brute force,sortings,games","Python 3,PyPy 3-64",0
BodaciousApprentice007,1368,1368,pupil,333,15,"math,greedy,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++17 (GCC 7-32),C++14 (GCC 6-32)",24
Wallahi,1847,1847,expert,176,80,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),C++20 (GCC 13-64),C++17 (GCC 9-64)",22
ruh19,1928,1928,candidate master,22,4,"math,greedy,constructive algorithms,implementation,brute force",C++17 (GCC 7-32),6
shorya1835,2285,2290,master,713,364,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",93
legalunicorn,1440,1440,specialist,40,2,"greedy,implementation,math,constructive algorithms,sortings","C++23 (GCC 14-64, msys2)",10
andrei_C1,2151,2151,master,703,374,"greedy,math,data structures,implementation,dp","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",52
Ludis,1518,1553,specialist,426,120,"greedy,math,implementation,brute force,dp","PyPy 3-64,C++23 (GCC 14-64, msys2),Python 3",29
mrChest,1983,2156,candidate master,558,167,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",123
BUAA_bacon,2161,2245,master,634,153,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",102
sail_with_pleasure,1975,1975,candidate master,104,32,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++14 (GCC 6-32),C++20 (GCC 11-64)",20
cooluo,2419,2442,grandmaster,733,551,"math,greedy,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 9-64)",36
HIR180,2789,3102,international grandmaster,738,476,"greedy,math,dp,data structures,constructive algorithms","C++17 (GCC 9-64),C++20 (GCC 13-64),C++20 (GCC 11-64)",124
hewhocodes,1760,2020,expert,873,257,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),PyPy 3-64",122
akua,2203,2395,master,808,458,"greedy,math,dp,implementation,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 9-64),C++17 (GCC 7-32)",150
ErikJ,2165,2180,master,622,249,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",43
Sadbo0,2246,2246,master,34,15,"math,brute force,greedy,implementation,dp","C++20 (GCC 13-64),C++17 (GCC 7-32)",6
Zeyad_Hekal,1410,1569,specialist,802,23,"implementation,greedy,math,brute force,constructive algorithms","C++20 (GCC 11-64),C++17 (GCC 7-32),C++20 (GCC 13-64)",97
AryFox,1384,1445,pupil,398,16,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",68
rockoff,1762,1900,expert,549,112,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++17 (GCC 9-64)",121
Gabi,1594,1669,specialist,326,59,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++17 (GCC 9-64),C++14 (GCC 6-32)",38
rinzler,1090,1284,newbie,148,6,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",52
SIDDHANT,1815,1834,expert,96,6,"greedy,math,implementation,brute force,sortings","C++17 (GCC 7-32),Kotlin 1.7",18
hiddenLatent,1387,1387,pupil,110,2,"greedy,math,constructive algorithms,implementation,sortings",C++20 (GCC 13-64),28
thabumi,2002,2186,candidate master,827,228,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",108
samarth5854,1538,1578,specialist,67,3,"greedy,math,implementation,sortings,brute force","C++17 (GCC 7-32),Python 3",10
dvb1r,1984,2039,candidate master,593,253,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",70
kmv___,1828,1828,expert,85,53,"data structures,greedy,dp,math,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",7
meminyum,1434,1434,specialist,164,4,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",50
infCraft,2127,2151,master,789,402,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",66
Terme,2056,2141,candidate master,100,42,"greedy,math,constructive algorithms,sortings,implementation",C++17 (GCC 7-32),21
avadhhindocha30,1492,1492,specialist,73,1,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",17
risujiroh,2632,2950,international grandmaster,1045,545,"greedy,math,constructive algorithms,dp,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++20 (GCC 11-64)",243
Arxyj,2054,2103,candidate master,128,34,"greedy,math,implementation,constructive algorithms,dp",C++17 (GCC 7-32),14
arnavra3,1822,1980,expert,534,264,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",146
kafamcokkaristi,2244,2244,master,554,296,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++14 (GCC 6-32)",163
arielmonster,801,801,newbie,128,60,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2)",1
ArturSmolenski,2795,2806,international grandmaster,178,90,"greedy,math,dp,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",25
ricky17,1458,1551,specialist,74,7,"greedy,math,implementation,sortings,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),Python 2",22
Nightmare07,2309,2384,international master,128,47,"greedy,constructive algorithms,math,implementation,dp",C++20 (GCC 13-64),20
snuzh,2277,2277,master,75,18,"greedy,math,dp,implementation,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",9
byunjaewoo,2312,2325,international master,44,16,"math,greedy,constructive algorithms,brute force,dp",C++17 (GCC 7-32),7
Hasil777,1622,1622,expert,511,166,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",57
krishankantag,1338,1354,pupil,47,1,"constructive algorithms,greedy,math,implementation,brute force","Java 11,C++20 (GCC 13-64),Java 17",17
nimoxide,1687,1730,expert,593,312,"greedy,dp,math,dfs and similar,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",78
deveshc23,1560,1560,specialist,114,7,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),GNU C11",11
dalopir,1546,1596,specialist,197,55,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",13
yxl123,1641,1641,expert,230,45,"greedy,math,constructive algorithms,brute force,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",27
Tony_Tung,2088,2088,candidate master,223,43,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",48
tuncypasha,1531,1628,specialist,663,133,"math,greedy,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",51
pan2008,2009,2054,candidate master,148,89,"greedy,math,dp,brute force,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",13
swstudy000,1769,1769,expert,71,6,"greedy,math,constructive algorithms,implementation,brute force",C++17 (GCC 7-32),16
the_last_smilodon,2257,2257,master,566,217,"greedy,math,brute force,implementation,dp","PyPy 3-64,C++23 (GCC 14-64, msys2),PyPy 3",183
vegemite,2191,2191,master,445,154,"math,greedy,implementation,constructive algorithms,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",29
ezh8n,1581,1620,specialist,58,6,"math,greedy,constructive algorithms,implementation,brute force",C++17 (GCC 7-32),16
teudepdzai,1600,1600,expert,382,115,"math,greedy,implementation,dp,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),PyPy 3-64",59
autoastt,1751,1885,expert,686,271,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",77
carre,1586,1780,specialist,88,15,"greedy,math,constructive algorithms,brute force,number theory","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",52
LLYYEETT,1835,1835,expert,170,41,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",9
Payea,1679,1679,expert,237,46,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32)",28
AChigurh,1780,1884,expert,252,36,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++17 (GCC 9-64),C++14 (GCC 6-32)",123
rdtsc,1632,1632,expert,16,6,"greedy,constructive algorithms,binary search,brute force,math","C++23 (GCC 14-64, msys2)",3
TKT_YI,2692,2936,international grandmaster,861,424,"greedy,math,dp,implementation,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",159
hopele555,2200,2372,master,539,264,"greedy,math,constructive algorithms,dp,brute force","C++20 (GCC 11-64),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",97
Khoja,1256,1256,pupil,59,6,"math,implementation,brute force,greedy,number theory","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",7
salemi1,1574,1704,specialist,517,104,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 13-64),Python 3,C++23 (GCC 14-64, msys2)",46
GUAIKATTO,1767,1883,expert,740,319,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),Rust 2024,PHP",66
gabriel88766,2208,2296,master,1027,530,"greedy,math,dp,implementation,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",34
SaaranshGarg1,755,755,newbie,6,0,"greedy,implementation,math,dp,strings",C++17 (GCC 7-32),1
ssSeul,1593,1593,specialist,27,3,"constructive algorithms,greedy,math,implementation,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",6
fengnuoyiman666,1515,1515,specialist,21,0,"math,greedy,constructive algorithms,data structures,implementation",GNU C11,6
Cenix820,1757,1766,expert,72,8,"greedy,math,constructive algorithms,implementation,brute force","PyPy 3-64,Python 3,C++17 (GCC 7-32)",17
f0rsworN,1848,1848,expert,205,58,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Rust 2024",17
fangqs_orz,1709,1795,expert,271,10,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",23
